Date/Time,Unit,Value,
12/5/2022 8:02,C,15,18
12/5/2022 9:02,C,17,897
12/5/2022 10:02,C,18,272
12/5/2022 11:02,C,21,524
12/5/2022 12:02,C,24,275
12/5/2022 13:02,C,22,337
12/5/2022 14:02,C,23,65
12/5/2022 15:02,C,24,588
12/5/2022 16:02,C,25,275
12/5/2022 17:02,C,24,838
12/5/2022 18:02,C,23,275
12/5/2022 19:02,C,20,649
12/5/2022 20:02,C,17,271
12/5/2022 21:02,C,15,457
12/5/2022 22:02,C,15,832
12/5/2022 23:02,C,14,706
13/05/22 0:02:01,C,16,27
13/05/22 1:02:01,C,15,832
13/05/22 2:02:01,C,14,58
13/05/22 3:02:01,C,14,267
13/05/22 4:02:01,C,13,767
13/05/22 5:02:01,C,13,516
13/05/22 6:02:01,C,13,78
13/05/22 7:02:01,C,13,454
13/05/22 8:02:01,C,17,209
13/05/22 9:02:01,C,18,898
13/05/22 10:02:01,C,22,212
13/05/22 11:02:01,C,28,712
13/05/22 12:02:01,C,27,213
13/05/22 13:02:01,C,24,9
13/05/22 14:02:01,C,26,588
13/05/22 15:02:01,C,26,713
13/05/22 16:02:01,C,26,4
13/05/22 17:02:01,C,26,775
13/05/22 18:02:01,C,25,88
13/05/22 19:02:01,C,21,837
13/05/22 20:02:01,C,20,24
13/05/22 21:02:01,C,18,522
13/05/22 22:02:01,C,19,273
13/05/22 23:02:01,C,19,773
14/05/22 0:02:01,C,19,648
14/05/22 1:02:01,C,18,898
14/05/22 2:02:01,C,18,84
14/05/22 3:02:01,C,17,83
14/05/22 4:02:01,C,17,271
14/05/22 5:02:01,C,17,584
14/05/22 6:02:01,C,17,834
14/05/22 7:02:01,C,14,33
14/05/22 8:02:01,C,14,58
14/05/22 9:02:01,C,15,269
14/05/22 10:02:01,C,15,18
14/05/22 11:02:01,C,16,333
14/05/22 12:02:01,C,22,462
14/05/22 13:02:01,C,26,775
14/05/22 14:02:01,C,29,337
14/05/22 15:02:01,C,30,336
14/05/22 16:02:01,C,28,337
14/05/22 17:02:01,C,25,213
14/05/22 18:02:01,C,24,775
14/05/22 19:02:01,C,20,712
14/05/22 20:02:01,C,18,773
14/05/22 21:02:01,C,16,708
14/05/22 22:02:01,C,16,645
14/05/22 23:02:01,C,16,458
15/05/22 0:02:01,C,16,333
15/05/22 1:02:01,C,16,145
15/05/22 2:02:01,C,15,644
15/05/22 3:02:01,C,15,644
15/05/22 4:02:01,C,15,644
15/05/22 5:02:01,C,15,582
15/05/22 6:02:01,C,15,206
15/05/22 7:02:01,C,15,269
15/05/22 8:02:01,C,15,457
15/05/22 9:02:01,C,15,707
15/05/22 10:02:01,C,18,22
15/05/22 11:02:01,C,18,835
15/05/22 12:02:01,C,19,648
15/05/22 13:02:01,C,19,336
15/05/22 14:02:01,C,19,773
15/05/22 15:02:01,C,18,522
15/05/22 16:02:01,C,20,86
15/05/22 17:02:01,C,18,272
15/05/22 18:02:01,C,16,896
15/05/22 19:02:01,C,16,458
15/05/22 20:02:01,C,15,769
15/05/22 21:02:01,C,15,394
15/05/22 22:02:01,C,15,331
15/05/22 23:02:01,C,15,582
16/05/22 0:02:01,C,15,895
16/05/22 1:02:01,C,15,832
16/05/22 2:02:01,C,15,769
