Date/Time,Unit,Value,
12/5/2022 6:50,%RH,98,735
12/5/2022 7:50,%RH,98,863
12/5/2022 8:50,%RH,98,99
12/5/2022 9:50,%RH,98,863
12/5/2022 10:50,%RH,98,735
12/5/2022 11:50,%RH,99,499
12/5/2022 12:50,%RH,98,608
12/5/2022 13:50,%RH,98,48
12/5/2022 14:50,%RH,97,197
12/5/2022 15:50,%RH,97,454
12/5/2022 16:50,%RH,96,81
12/5/2022 17:50,%RH,96,552
12/5/2022 18:50,%RH,96,552
12/5/2022 19:50,%RH,98,96
12/5/2022 20:50,%RH,97,583
12/5/2022 21:50,%RH,98,735
12/5/2022 22:50,%RH,99,245
12/5/2022 23:50,%RH,100,386
13/05/22 0:50:01,%RH,100,386
13/05/22 1:50:01,%RH,100,133
13/05/22 2:50:01,%RH,100,133
13/05/22 3:50:01,%RH,100,764
13/05/22 4:50:01,%RH,100,638
13/05/22 5:50:01,%RH,101,16
13/05/22 6:50:01,%RH,101,519
13/05/22 7:50:01,%RH,101,142
13/05/22 8:50:01,%RH,100,386
13/05/22 9:50:01,%RH,102,643
13/05/22 10:50:01,%RH,100,89
13/05/22 11:50:01,%RH,100,133
13/05/22 12:50:01,%RH,99,372
13/05/22 13:50:01,%RH,98,48
13/05/22 14:50:01,%RH,97,968
13/05/22 15:50:01,%RH,97,583
13/05/22 16:50:01,%RH,98,48
13/05/22 17:50:01,%RH,97,197
13/05/22 18:50:01,%RH,97,84
13/05/22 19:50:01,%RH,97,711
13/05/22 20:50:01,%RH,98,224
13/05/22 21:50:01,%RH,99,499
13/05/22 22:50:01,%RH,99,753
13/05/22 23:50:01,%RH,99,88
14/05/22 0:50:01,%RH,100,512
14/05/22 1:50:01,%RH,100,89
14/05/22 2:50:01,%RH,101,16
14/05/22 3:50:01,%RH,100,512
14/05/22 4:50:01,%RH,101,268
14/05/22 5:50:01,%RH,100,512
14/05/22 6:50:01,%RH,101,393
14/05/22 7:50:01,%RH,101,769
14/05/22 8:50:01,%RH,101,268
14/05/22 9:50:01,%RH,101,393
14/05/22 10:50:01,%RH,101,769
14/05/22 11:50:01,%RH,102,19
14/05/22 12:50:01,%RH,101,142
14/05/22 13:50:01,%RH,100,89
14/05/22 14:50:01,%RH,100,764
14/05/22 15:50:01,%RH,99,626
14/05/22 16:50:01,%RH,99,499
14/05/22 17:50:01,%RH,98,99
14/05/22 18:50:01,%RH,98,735
14/05/22 19:50:01,%RH,99,499
14/05/22 20:50:01,%RH,100,259
14/05/22 21:50:01,%RH,100,512
14/05/22 22:50:01,%RH,101,16
14/05/22 23:50:01,%RH,100,89
15/05/22 0:50:01,%RH,100,259
15/05/22 1:50:01,%RH,101,894
15/05/22 2:50:01,%RH,101,16
15/05/22 3:50:01,%RH,101,393
15/05/22 4:50:01,%RH,101,644
15/05/22 5:50:01,%RH,102,19
15/05/22 6:50:01,%RH,101,894
15/05/22 7:50:01,%RH,101,894
15/05/22 8:50:01,%RH,102,144
15/05/22 9:50:01,%RH,103,141
15/05/22 10:50:01,%RH,101,142
15/05/22 11:50:01,%RH,101,519
15/05/22 12:50:01,%RH,101,519
15/05/22 13:50:01,%RH,101,393
15/05/22 14:50:01,%RH,100,764
15/05/22 15:50:01,%RH,99,88
15/05/22 16:50:01,%RH,100,133
15/05/22 17:50:01,%RH,100,6
15/05/22 18:50:01,%RH,100,512
15/05/22 19:50:01,%RH,100,638
15/05/22 20:50:01,%RH,100,89
15/05/22 21:50:01,%RH,101,644
15/05/22 22:50:01,%RH,101,16
15/05/22 23:50:01,%RH,101,894
16/05/22 0:50:01,%RH,102,269
16/05/22 1:50:01,%RH,101,769
16/05/22 2:50:01,%RH,101,894
16/05/22 3:50:01,%RH,103,17
16/05/22 4:50:01,%RH,102,892
16/05/22 5:50:01,%RH,102,144
16/05/22 6:50:01,%RH,102,19
16/05/22 7:50:01,%RH,102,144
16/05/22 8:50:01,%RH,102,394
16/05/22 9:50:01,%RH,102,768
16/05/22 10:50:01,%RH,102,269
16/05/22 11:50:01,%RH,101,519
16/05/22 12:50:01,%RH,102,519
16/05/22 13:50:01,%RH,102,144
16/05/22 14:50:01,%RH,101,142
16/05/22 15:50:01,%RH,101,16
16/05/22 16:50:01,%RH,101,16
16/05/22 17:50:01,%RH,101,142
16/05/22 18:50:01,%RH,101,142
16/05/22 19:50:01,%RH,101,16
16/05/22 20:50:01,%RH,101,142
16/05/22 21:50:01,%RH,101,894
16/05/22 22:50:01,%RH,101,769
16/05/22 23:50:01,%RH,101,769
17/05/22 0:50:01,%RH,102,892
17/05/22 1:50:01,%RH,101,268
17/05/22 2:50:01,%RH,101,393
17/05/22 3:50:01,%RH,101,894
17/05/22 4:50:01,%RH,102,269
17/05/22 5:50:01,%RH,102,19
17/05/22 6:50:01,%RH,102,144
17/05/22 7:50:01,%RH,102,269
17/05/22 8:50:01,%RH,102,519
17/05/22 9:50:01,%RH,102,19
17/05/22 10:50:01,%RH,102,269
17/05/22 11:50:01,%RH,102,519
17/05/22 12:50:01,%RH,102,892
17/05/22 13:50:01,%RH,101,894
17/05/22 14:50:01,%RH,102,19
17/05/22 15:50:01,%RH,101,894
17/05/22 16:50:01,%RH,101,393
17/05/22 17:50:01,%RH,100,764
17/05/22 18:50:01,%RH,101,142
17/05/22 19:50:01,%RH,101,16
17/05/22 20:50:01,%RH,101,519
17/05/22 21:50:01,%RH,101,769
17/05/22 22:50:01,%RH,101,393
17/05/22 23:50:01,%RH,101,769
18/05/22 0:50:01,%RH,103,141
18/05/22 1:50:01,%RH,102,643
18/05/22 2:50:01,%RH,102,19
18/05/22 3:50:01,%RH,102,394
18/05/22 4:50:01,%RH,102,144
18/05/22 5:50:01,%RH,102,643
18/05/22 6:50:01,%RH,102,394
18/05/22 7:50:01,%RH,103,17
18/05/22 8:50:01,%RH,102,768
18/05/22 9:50:01,%RH,102,643
18/05/22 10:50:01,%RH,102,519
18/05/22 11:50:01,%RH,102,19
18/05/22 12:50:01,%RH,102,144
18/05/22 13:50:01,%RH,102,269
18/05/22 14:50:01,%RH,102,892
18/05/22 15:50:01,%RH,102,269
18/05/22 16:50:01,%RH,101,769
18/05/22 17:50:01,%RH,101,16
18/05/22 18:50:01,%RH,101,268
18/05/22 19:50:01,%RH,101,142
18/05/22 20:50:01,%RH,102,144
18/05/22 21:50:01,%RH,100,89
18/05/22 22:50:01,%RH,103,265
18/05/22 23:50:01,%RH,102,643
19/05/22 0:50:01,%RH,102,768
19/05/22 1:50:01,%RH,102,19
19/05/22 2:50:01,%RH,104,254
19/05/22 3:50:01,%RH,103,141
19/05/22 4:50:01,%RH,103,76
19/05/22 5:50:01,%RH,103,884
19/05/22 6:50:01,%RH,103,636
19/05/22 7:50:01,%RH,103,389
19/05/22 8:50:01,%RH,104,254
19/05/22 9:50:01,%RH,103,884
19/05/22 10:50:01,%RH,104,7
19/05/22 11:50:01,%RH,103,141
19/05/22 12:50:01,%RH,101,268
19/05/22 13:50:01,%RH,101,393
19/05/22 14:50:01,%RH,100,512
19/05/22 15:50:01,%RH,100,259
19/05/22 16:50:01,%RH,99,626
19/05/22 17:50:01,%RH,99,88
19/05/22 18:50:01,%RH,100,133
19/05/22 19:50:01,%RH,100,638
19/05/22 20:50:01,%RH,100,764
19/05/22 21:50:01,%RH,102,19
19/05/22 22:50:01,%RH,101,894
19/05/22 23:50:01,%RH,102,144
20/05/22 0:50:01,%RH,102,643
20/05/22 1:50:01,%RH,102,394
20/05/22 2:50:01,%RH,102,768
20/05/22 3:50:01,%RH,103,389
20/05/22 4:50:01,%RH,103,141
20/05/22 5:50:01,%RH,102,269
20/05/22 6:50:01,%RH,102,892
20/05/22 7:50:01,%RH,102,768
20/05/22 8:50:01,%RH,103,76
20/05/22 9:50:01,%RH,102,892
20/05/22 10:50:01,%RH,103,141
20/05/22 11:50:01,%RH,102,768
20/05/22 12:50:01,%RH,101,142
20/05/22 13:50:01,%RH,100,764
20/05/22 14:50:01,%RH,100,259
20/05/22 15:50:01,%RH,99,499
20/05/22 16:50:01,%RH,99,245
20/05/22 17:50:01,%RH,98,863
20/05/22 18:50:01,%RH,99,245
20/05/22 19:50:01,%RH,99,88
20/05/22 20:50:01,%RH,100,638
20/05/22 21:50:01,%RH,100,259
20/05/22 22:50:01,%RH,100,259
20/05/22 23:50:01,%RH,101,16
21/05/22 0:50:01,%RH,101,393
21/05/22 1:50:01,%RH,101,16
21/05/22 2:50:01,%RH,102,519
21/05/22 3:50:01,%RH,101,769
21/05/22 4:50:01,%RH,102,19
21/05/22 5:50:01,%RH,102,394
21/05/22 6:50:01,%RH,102,643
21/05/22 7:50:01,%RH,102,144
21/05/22 8:50:01,%RH,102,643
21/05/22 9:50:01,%RH,102,269
21/05/22 10:50:01,%RH,102,144
21/05/22 11:50:01,%RH,102,519
21/05/22 12:50:01,%RH,102,19
21/05/22 13:50:01,%RH,101,644
21/05/22 14:50:01,%RH,101,644
21/05/22 15:50:01,%RH,102,643
21/05/22 16:50:01,%RH,102,269
21/05/22 17:50:01,%RH,102,19
21/05/22 18:50:01,%RH,101,769
21/05/22 19:50:01,%RH,102,519
21/05/22 20:50:01,%RH,102,144
21/05/22 21:50:01,%RH,102,519
21/05/22 22:50:01,%RH,102,394
21/05/22 23:50:01,%RH,102,19
22/05/22 0:50:01,%RH,102,269
22/05/22 1:50:01,%RH,103,389
22/05/22 2:50:01,%RH,102,269
22/05/22 3:50:01,%RH,103,265
22/05/22 4:50:01,%RH,103,17
22/05/22 5:50:01,%RH,102,768
22/05/22 6:50:01,%RH,103,17
22/05/22 7:50:01,%RH,103,389
22/05/22 8:50:01,%RH,103,513
22/05/22 9:50:01,%RH,103,265
22/05/22 10:50:01,%RH,103,265
22/05/22 11:50:01,%RH,103,265
22/05/22 12:50:01,%RH,102,892
22/05/22 13:50:01,%RH,102,269
22/05/22 14:50:01,%RH,101,519
22/05/22 15:50:01,%RH,101,393
22/05/22 16:50:01,%RH,100,764
22/05/22 17:50:01,%RH,100,764
22/05/22 18:50:01,%RH,101,142
22/05/22 19:50:01,%RH,103,141
22/05/22 20:50:01,%RH,101,393
22/05/22 21:50:01,%RH,102,144
22/05/22 22:50:01,%RH,102,269
22/05/22 23:50:01,%RH,102,519
23/05/22 0:50:01,%RH,102,394
23/05/22 1:50:01,%RH,101,393
23/05/22 2:50:01,%RH,102,892
23/05/22 3:50:01,%RH,103,141
23/05/22 4:50:01,%RH,102,892
23/05/22 5:50:01,%RH,102,768
23/05/22 6:50:01,%RH,103,265
23/05/22 7:50:01,%RH,103,513
23/05/22 8:50:01,%RH,103,636
23/05/22 9:50:01,%RH,103,513
23/05/22 10:50:01,%RH,103,513
23/05/22 11:50:01,%RH,103,17
23/05/22 12:50:01,%RH,103,141
23/05/22 13:50:01,%RH,102,892
23/05/22 14:50:01,%RH,102,394
23/05/22 15:50:01,%RH,101,393
23/05/22 16:50:01,%RH,101,644
23/05/22 17:50:01,%RH,101,268
23/05/22 18:50:01,%RH,101,519
23/05/22 19:50:01,%RH,101,769
23/05/22 20:50:01,%RH,101,769
23/05/22 21:50:01,%RH,102,892
23/05/22 22:50:01,%RH,102,19
23/05/22 23:50:01,%RH,103,17
24/05/22 0:50:01,%RH,103,389
24/05/22 1:50:01,%RH,103,636
24/05/22 2:50:01,%RH,103,265
24/05/22 3:50:01,%RH,103,76
24/05/22 4:50:01,%RH,103,884
24/05/22 5:50:01,%RH,104,7
24/05/22 6:50:01,%RH,104,7
24/05/22 7:50:01,%RH,104,7
24/05/22 8:50:01,%RH,104,5
24/05/22 9:50:01,%RH,104,131
24/05/22 10:50:01,%RH,104,131
24/05/22 11:50:01,%RH,104,7
24/05/22 12:50:01,%RH,104,131
24/05/22 13:50:01,%RH,103,76
24/05/22 14:50:01,%RH,103,636
24/05/22 15:50:01,%RH,103,141
24/05/22 16:50:01,%RH,101,519
24/05/22 17:50:01,%RH,101,519
24/05/22 18:50:01,%RH,101,519
24/05/22 19:50:01,%RH,102,269
24/05/22 20:50:01,%RH,102,144
24/05/22 21:50:01,%RH,103,17
24/05/22 22:50:01,%RH,102,519
24/05/22 23:50:01,%RH,103,636
25/05/22 0:50:01,%RH,102,892
25/05/22 1:50:01,%RH,103,17
25/05/22 2:50:01,%RH,103,636
25/05/22 3:50:01,%RH,103,636
25/05/22 4:50:01,%RH,103,76
25/05/22 5:50:01,%RH,104,254
25/05/22 6:50:01,%RH,103,76
25/05/22 7:50:01,%RH,104,131
25/05/22 8:50:01,%RH,104,7
25/05/22 9:50:01,%RH,104,254
25/05/22 10:50:01,%RH,104,7
25/05/22 11:50:01,%RH,103,636
25/05/22 12:50:01,%RH,103,884
25/05/22 13:50:01,%RH,104,623
25/05/22 14:50:01,%RH,101,644
25/05/22 15:50:01,%RH,100,638
25/05/22 16:50:01,%RH,100,512
25/05/22 17:50:01,%RH,100,764
25/05/22 18:50:01,%RH,100,6
25/05/22 19:50:01,%RH,101,644
25/05/22 20:50:01,%RH,102,519
25/05/22 21:50:01,%RH,102,19
25/05/22 22:50:01,%RH,102,519
25/05/22 23:50:01,%RH,103,17
26/05/22 0:50:01,%RH,103,141
26/05/22 1:50:01,%RH,102,768
26/05/22 2:50:01,%RH,103,17
26/05/22 3:50:01,%RH,103,265
26/05/22 4:50:01,%RH,104,377
26/05/22 5:50:01,%RH,103,17
26/05/22 6:50:01,%RH,103,76
26/05/22 7:50:01,%RH,104,254
26/05/22 8:50:01,%RH,103,884
26/05/22 9:50:01,%RH,104,7
26/05/22 10:50:01,%RH,104,254
26/05/22 11:50:01,%RH,103,17
26/05/22 12:50:01,%RH,102,768
26/05/22 13:50:01,%RH,102,269
26/05/22 14:50:01,%RH,100,764
26/05/22 15:50:01,%RH,100,512
26/05/22 16:50:01,%RH,100,386
26/05/22 17:50:01,%RH,99,88
26/05/22 18:50:01,%RH,100,6
26/05/22 19:50:01,%RH,98,99
26/05/22 20:50:01,%RH,100,386
26/05/22 21:50:01,%RH,101,644
26/05/22 22:50:01,%RH,102,892
26/05/22 23:50:01,%RH,102,269
27/05/22 0:50:01,%RH,102,643
27/05/22 1:50:01,%RH,102,768
27/05/22 2:50:01,%RH,102,892
27/05/22 3:50:01,%RH,102,892
27/05/22 4:50:01,%RH,103,141
27/05/22 5:50:01,%RH,103,141
27/05/22 6:50:01,%RH,103,636
27/05/22 7:50:01,%RH,103,141
27/05/22 8:50:01,%RH,103,265
27/05/22 9:50:01,%RH,103,389
27/05/22 10:50:01,%RH,102,892
27/05/22 11:50:01,%RH,102,643
27/05/22 12:50:01,%RH,101,769
27/05/22 13:50:01,%RH,101,16
27/05/22 14:50:01,%RH,101,16
27/05/22 15:50:01,%RH,99,372
27/05/22 16:50:01,%RH,99,118
27/05/22 17:50:01,%RH,100,133
27/05/22 18:50:01,%RH,99,753
27/05/22 19:50:01,%RH,100,764
27/05/22 20:50:01,%RH,100,89
27/05/22 21:50:01,%RH,100,764
27/05/22 22:50:01,%RH,101,769
27/05/22 23:50:01,%RH,101,769
28/05/22 0:50:01,%RH,103,141
28/05/22 1:50:01,%RH,102,269
28/05/22 2:50:01,%RH,102,643
28/05/22 3:50:01,%RH,102,519
28/05/22 4:50:01,%RH,102,768
28/05/22 5:50:01,%RH,103,265
28/05/22 6:50:01,%RH,104,377
28/05/22 7:50:01,%RH,103,141
28/05/22 8:50:01,%RH,103,141
28/05/22 9:50:01,%RH,102,892
28/05/22 10:50:01,%RH,104,746
28/05/22 11:50:01,%RH,102,394
28/05/22 12:50:01,%RH,101,393
28/05/22 13:50:01,%RH,100,638
28/05/22 14:50:01,%RH,100,512
28/05/22 15:50:01,%RH,99,499
28/05/22 16:50:01,%RH,99,626
28/05/22 17:50:01,%RH,99,245
28/05/22 18:50:01,%RH,100,133
28/05/22 19:50:01,%RH,100,512
28/05/22 20:50:01,%RH,100,638
28/05/22 21:50:01,%RH,101,393
28/05/22 22:50:01,%RH,101,769
28/05/22 23:50:01,%RH,102,269
29/05/22 0:50:01,%RH,101,519
29/05/22 1:50:01,%RH,102,643
29/05/22 2:50:01,%RH,103,513
29/05/22 3:50:01,%RH,102,768
29/05/22 4:50:01,%RH,103,17
29/05/22 5:50:01,%RH,103,389
29/05/22 6:50:01,%RH,104,7
29/05/22 7:50:01,%RH,102,519
29/05/22 8:50:01,%RH,103,884
29/05/22 9:50:01,%RH,102,892
29/05/22 10:50:01,%RH,102,643
29/05/22 11:50:01,%RH,102,643
29/05/22 12:50:01,%RH,102,519
29/05/22 13:50:01,%RH,103,389
29/05/22 14:50:01,%RH,102,892
29/05/22 15:50:01,%RH,102,768
29/05/22 16:50:01,%RH,101,519
29/05/22 17:50:01,%RH,101,519
29/05/22 18:50:01,%RH,101,644
29/05/22 19:50:01,%RH,101,393
29/05/22 20:50:01,%RH,103,389
29/05/22 21:50:01,%RH,101,894
29/05/22 22:50:01,%RH,102,519
29/05/22 23:50:01,%RH,102,394
30/05/22 0:50:01,%RH,102,768
30/05/22 1:50:01,%RH,103,265
30/05/22 2:50:01,%RH,102,394
30/05/22 3:50:01,%RH,102,768
30/05/22 4:50:01,%RH,103,141
30/05/22 5:50:01,%RH,104,7
30/05/22 6:50:01,%RH,103,389
30/05/22 7:50:01,%RH,103,76
30/05/22 8:50:01,%RH,103,76
30/05/22 9:50:01,%RH,103,884
30/05/22 10:50:01,%RH,103,389
30/05/22 11:50:01,%RH,103,389
30/05/22 12:50:01,%RH,103,76
30/05/22 13:50:01,%RH,103,76
30/05/22 14:50:01,%RH,103,513
30/05/22 15:50:01,%RH,102,892
30/05/22 16:50:01,%RH,102,269
30/05/22 17:50:01,%RH,102,643
30/05/22 18:50:01,%RH,102,394
30/05/22 19:50:01,%RH,104,992
30/05/22 20:50:01,%RH,103,265
30/05/22 21:50:01,%RH,102,892
30/05/22 22:50:01,%RH,103,141
30/05/22 23:50:01,%RH,102,892
31/05/22 0:50:01,%RH,103,636
31/05/22 1:50:01,%RH,103,636
31/05/22 2:50:01,%RH,104,7
31/05/22 3:50:01,%RH,103,884
31/05/22 4:50:01,%RH,103,636
31/05/22 5:50:01,%RH,103,884
31/05/22 6:50:01,%RH,102,768
31/05/22 7:50:01,%RH,103,513
31/05/22 8:50:01,%RH,105,114
31/05/22 9:50:01,%RH,104,992
31/05/22 10:50:01,%RH,103,76
31/05/22 11:50:01,%RH,103,76
31/05/22 12:50:01,%RH,103,141
31/05/22 13:50:01,%RH,103,17
31/05/22 14:50:01,%RH,103,141
31/05/22 15:50:01,%RH,103,265
31/05/22 16:50:01,%RH,102,519
31/05/22 17:50:01,%RH,103,636
31/05/22 18:50:01,%RH,102,19
31/05/22 19:50:01,%RH,103,17
31/05/22 20:50:01,%RH,103,636
31/05/22 21:50:01,%RH,102,519
31/05/22 22:50:01,%RH,103,636
31/05/22 23:50:01,%RH,102,892
1/6/2022 0:50,%RH,103,265
1/6/2022 1:50,%RH,103,265
1/6/2022 2:50,%RH,103,389
1/6/2022 3:50,%RH,104,5
1/6/2022 4:50,%RH,103,884
1/6/2022 5:50,%RH,104,7
1/6/2022 6:50,%RH,104,7
1/6/2022 7:50,%RH,103,265
1/6/2022 8:50,%RH,103,636
1/6/2022 9:50,%RH,103,389
1/6/2022 10:50,%RH,104,5
1/6/2022 11:50,%RH,103,389
1/6/2022 12:50,%RH,103,265
1/6/2022 13:50,%RH,102,643
1/6/2022 14:50,%RH,102,768
1/6/2022 15:50,%RH,102,519
1/6/2022 16:50,%RH,101,393
1/6/2022 17:50,%RH,102,643
1/6/2022 18:50,%RH,102,643
1/6/2022 19:50,%RH,102,269
1/6/2022 20:50,%RH,102,269
1/6/2022 21:50,%RH,102,892
1/6/2022 22:50,%RH,103,17
1/6/2022 23:50,%RH,103,389
2/6/2022 0:50,%RH,105,359
2/6/2022 1:50,%RH,103,76
2/6/2022 2:50,%RH,104,131
2/6/2022 3:50,%RH,103,513
2/6/2022 4:50,%RH,104,7
2/6/2022 5:50,%RH,104,7
2/6/2022 6:50,%RH,104,131
2/6/2022 7:50,%RH,104,5
2/6/2022 8:50,%RH,104,254
2/6/2022 9:50,%RH,104,5
2/6/2022 10:50,%RH,104,377
2/6/2022 11:50,%RH,104,869
2/6/2022 12:50,%RH,104,623
2/6/2022 13:50,%RH,103,636
2/6/2022 14:50,%RH,103,636
2/6/2022 15:50,%RH,102,19
2/6/2022 16:50,%RH,101,769
2/6/2022 17:50,%RH,102,269
2/6/2022 18:50,%RH,101,142
2/6/2022 19:50,%RH,101,393
2/6/2022 20:50,%RH,102,394
2/6/2022 21:50,%RH,102,643
2/6/2022 22:50,%RH,104,254
2/6/2022 23:50,%RH,103,17
3/6/2022 0:50,%RH,103,141
3/6/2022 1:50,%RH,103,884
3/6/2022 2:50,%RH,103,513
3/6/2022 3:50,%RH,102,768
3/6/2022 4:50,%RH,104,7
3/6/2022 5:50,%RH,104,131
3/6/2022 6:50,%RH,104,7
