Date/Time,Unit,Value,
31/05/22 13:48:01,C,20,29
31/05/22 14:48:01,C,20,717
31/05/22 15:48:01,C,20,592
31/05/22 16:48:01,C,20,78
31/05/22 17:48:01,C,21,93
31/05/22 18:48:01,C,21,218
31/05/22 19:48:01,C,20,905
31/05/22 20:48:01,C,20,279
31/05/22 21:48:01,C,19,842
31/05/22 22:48:01,C,19,529
31/05/22 23:48:01,C,19,153
1/6/2022 0:48,C,18,528
1/6/2022 1:48,C,18,34
1/6/2022 2:48,C,18,152
1/6/2022 3:48,C,17,589
1/6/2022 4:48,C,17,401
1/6/2022 5:48,C,17,89
1/6/2022 6:48,C,15,586
1/6/2022 7:48,C,14,835
1/6/2022 8:48,C,16,275
1/6/2022 9:48,C,18,278
1/6/2022 10:48,C,19,967
1/6/2022 11:48,C,21,468
1/6/2022 12:48,C,21,593
1/6/2022 13:48,C,20,154
1/6/2022 14:48,C,19,341
1/6/2022 15:48,C,19,717
1/6/2022 16:48,C,20,467
1/6/2022 17:48,C,21,3
1/6/2022 18:48,C,19,529
1/6/2022 19:48,C,18,778
1/6/2022 20:48,C,18,27
1/6/2022 21:48,C,17,339
1/6/2022 22:48,C,16,901
1/6/2022 23:48,C,16,588
2/6/2022 0:48,C,16,25
2/6/2022 1:48,C,15,649
2/6/2022 2:48,C,15,399
2/6/2022 3:48,C,14,772
2/6/2022 4:48,C,14,772
2/6/2022 5:48,C,14,835
2/6/2022 6:48,C,14,772
2/6/2022 7:48,C,14,898
2/6/2022 8:48,C,15,899
2/6/2022 9:48,C,17,339
2/6/2022 10:48,C,19,341
2/6/2022 11:48,C,19,404
2/6/2022 12:48,C,20,467
2/6/2022 13:48,C,21,218
2/6/2022 14:48,C,21,28
2/6/2022 15:48,C,22,93
2/6/2022 16:48,C,22,406
2/6/2022 17:48,C,22,31
2/6/2022 18:48,C,20,842
2/6/2022 19:48,C,19,529
2/6/2022 20:48,C,18,34
2/6/2022 21:48,C,17,652
2/6/2022 22:48,C,17,26
2/6/2022 23:48,C,16,713
3/6/2022 0:48,C,16,337
3/6/2022 1:48,C,16,87
3/6/2022 2:48,C,15,712
3/6/2022 3:48,C,15,461
3/6/2022 4:48,C,14,898
3/6/2022 5:48,C,14,647
3/6/2022 6:48,C,14,459
3/6/2022 7:48,C,15,148
3/6/2022 8:48,C,17,151
3/6/2022 9:48,C,18,716
3/6/2022 10:48,C,19,842
3/6/2022 11:48,C,21,906
3/6/2022 12:48,C,24,156
3/6/2022 13:48,C,21,843
3/6/2022 14:48,C,21,718
3/6/2022 15:48,C,19,904
3/6/2022 16:48,C,20,405
3/6/2022 17:48,C,19,779
3/6/2022 18:48,C,20,279
3/6/2022 19:48,C,19,529
3/6/2022 20:48,C,18,841
3/6/2022 21:48,C,17,965
3/6/2022 22:48,C,17,777
3/6/2022 23:48,C,17,339
4/6/2022 0:48,C,16,713
4/6/2022 1:48,C,16,337
4/6/2022 2:48,C,16,275
4/6/2022 3:48,C,15,962
4/6/2022 4:48,C,15,336
4/6/2022 5:48,C,15,23
4/6/2022 6:48,C,14,898
4/6/2022 7:48,C,15,273
4/6/2022 8:48,C,16,65
4/6/2022 9:48,C,18,27
4/6/2022 10:48,C,17,401
4/6/2022 11:48,C,18,278
4/6/2022 12:48,C,19,341
4/6/2022 13:48,C,20,342
4/6/2022 14:48,C,21,53
4/6/2022 15:48,C,23,219
4/6/2022 16:48,C,24,281
4/6/2022 17:48,C,24,656
4/6/2022 18:48,C,22,343
4/6/2022 19:48,C,20,78
4/6/2022 20:48,C,18,841
4/6/2022 21:48,C,16,776
4/6/2022 22:48,C,15,586
4/6/2022 23:48,C,14,772
5/6/2022 0:48,C,15,461
5/6/2022 1:48,C,14,96
5/6/2022 2:48,C,15,461
5/6/2022 3:48,C,15,336
5/6/2022 4:48,C,14,772
5/6/2022 5:48,C,15,86
5/6/2022 6:48,C,15,86
5/6/2022 7:48,C,15,273
5/6/2022 8:48,C,15,837
5/6/2022 9:48,C,18,841
5/6/2022 10:48,C,19,842
5/6/2022 11:48,C,20,53
5/6/2022 12:48,C,22,218
5/6/2022 13:48,C,22,343
5/6/2022 14:48,C,22,531
5/6/2022 15:48,C,24,156
5/6/2022 16:48,C,24,969
5/6/2022 17:48,C,24,594
5/6/2022 18:48,C,22,843
5/6/2022 19:48,C,21,718
5/6/2022 20:48,C,18,653
5/6/2022 21:48,C,16,463
5/6/2022 22:48,C,15,336
5/6/2022 23:48,C,14,459
6/6/2022 0:48,C,14,397
6/6/2022 1:48,C,15,399
6/6/2022 2:48,C,14,647
6/6/2022 3:48,C,14,209
6/6/2022 4:48,C,14,84
6/6/2022 5:48,C,13,833
6/6/2022 6:48,C,13,583
6/6/2022 7:48,C,14,585
6/6/2022 8:48,C,15,399
6/6/2022 9:48,C,17,527
6/6/2022 10:48,C,19,216
6/6/2022 11:48,C,21,155
6/6/2022 12:48,C,22,156
6/6/2022 13:48,C,23,156
6/6/2022 14:48,C,23,781
6/6/2022 15:48,C,24,531
6/6/2022 16:48,C,24,844
6/6/2022 17:48,C,24,156
6/6/2022 18:48,C,22,843
6/6/2022 19:48,C,21,906
6/6/2022 20:48,C,21,3
6/6/2022 21:48,C,20,467
6/6/2022 22:48,C,20,154
6/6/2022 23:48,C,17,527
7/6/2022 0:48,C,18,27
7/6/2022 1:48,C,17,276
7/6/2022 2:48,C,15,962
7/6/2022 3:48,C,14,647
7/6/2022 4:48,C,14,21
7/6/2022 5:48,C,13,82
7/6/2022 6:48,C,13,833
7/6/2022 7:48,C,15,461
7/6/2022 8:48,C,17,339
7/6/2022 9:48,C,20,217
7/6/2022 10:48,C,22,218
7/6/2022 11:48,C,24,219
7/6/2022 12:48,C,24,906
7/6/2022 13:48,C,24,469
7/6/2022 14:48,C,24,844
7/6/2022 15:48,C,26,469
7/6/2022 16:48,C,26,719
7/6/2022 17:48,C,25,844
7/6/2022 18:48,C,24,156
7/6/2022 19:48,C,22,718
7/6/2022 20:48,C,20,842
7/6/2022 21:48,C,20,279
7/6/2022 22:48,C,19,591
7/6/2022 23:48,C,19,529
8/6/2022 0:48,C,18,716
8/6/2022 1:48,C,17,84
8/6/2022 2:48,C,17,527
8/6/2022 3:48,C,17,714
8/6/2022 4:48,C,17,777
8/6/2022 5:48,C,17,714
8/6/2022 6:48,C,17,652
8/6/2022 7:48,C,17,777
8/6/2022 8:48,C,17,902
8/6/2022 9:48,C,18,215
8/6/2022 10:48,C,18,59
8/6/2022 11:48,C,18,841
8/6/2022 12:48,C,19,216
8/6/2022 13:48,C,20,29
8/6/2022 14:48,C,20,92
8/6/2022 15:48,C,20,655
8/6/2022 16:48,C,20,29
8/6/2022 17:48,C,19,842
8/6/2022 18:48,C,19,591
8/6/2022 19:48,C,19,341
8/6/2022 20:48,C,19,153
8/6/2022 21:48,C,18,841
8/6/2022 22:48,C,18,34
8/6/2022 23:48,C,18,152
9/6/2022 0:48,C,18,27
9/6/2022 1:48,C,17,902
9/6/2022 2:48,C,17,652
9/6/2022 3:48,C,17,401
