code,day,hour,min,minutes
TLCRP025,28,1,53,0
TLCRP025,28,2,0,0
TLCRP025,28,3,0,0
TLCRP025,28,4,2,0
TLCRP025,28,5,7,0
TLCRP025,28,6,1,0
TLCRP025,28,7,8,0
TLCRP025,28,8,120,0
TLCRP025,28,9,2627,4
TLCRP025,28,10,3509,6
TLCRP025,28,11,4626,8
TLCRP025,28,12,4820,8
TLCRP025,28,13,2951,5
TLCRP025,28,14,2045,3
TLCRP025,28,15,1870,3
TLCRP025,28,16,502,1
TLCRP025,28,17,951,2
TLCRP025,28,18,115,0
TLCRP025,28,19,87,0
TLCRP025,28,20,9,0
TLCRP025,28,21,1,0
TLCRP025,28,22,1,0
TLCRP025,28,23,0,0
TLCRP025,29,0,0,0
TLCRP025,29,1,4,0
TLCRP025,29,2,1,0
TLCRP025,29,3,102,0
TLCRP025,29,4,2,0
TLCRP025,29,5,17,0
TLCRP025,29,6,1,0
TLCRP025,29,7,15,0
TLCRP025,29,8,10,0
TLCRP025,29,9,1466,2
TLCRP025,29,10,2262,4
TLCRP025,29,11,810,1
TLCRP025,29,12,2328,4
TLCRP025,29,13,1809,3
TLCRP025,29,14,1667,3
TLCRP025,29,15,661,1
TLCRP025,29,16,1732,3
TLCRP025,29,17,514,1
TLCRP025,29,18,1476,2
TLCRP025,29,19,10,0
TLCRP025,29,20,10,0
TLCRP025,29,21,3,0
TLCRP025,29,22,0,0
TLCRP025,29,23,0,0
TLCRP025,30,0,0,0
TLCRP025,30,1,1,0
TLCRP025,30,2,0,0
TLCRP025,30,3,1,0
TLCRP025,30,4,0,0
TLCRP025,30,5,0,0
TLCRP025,30,6,0,0
TLCRP025,30,7,0,0
TLCRP025,30,8,59,0
TLCRP025,30,9,665,1
TLCRP025,30,10,1329,2
TLCRP025,30,11,7230,12
